Date,aapl,msft,nvda,amzn,jpm,jnj,xom,tsla,nflx,v,googl,meta,brk_b,unh,ma,hd,pg,cost,dis,intc
2013-12-12,0.020538896,0.008849423,0.02970374,-0.009072732,0.002995618,-0.0049026594,-0.004480408,-0.010915529,-0.061085768,-0.012587092,0.023801658,0.027525958,-0.0014383642,0.011436898,-0.019224182,-0.015562477,-0.013837644,0.004655976,-0.010062392,0.0047098077
2013-12-13,-0.0058579864,0.015395344,-0.0050984733,0.01592052,0.002865307,-0.0013060998,0.0024639443,0.008575171,-0.03314076,0.0003663891,0.009114165,0.022540439,0.00044888616,0.0021682605,-0.00041279173,-0.003556054,-0.0029428315,0.005563553,0.00095074275,0.0029325886
2013-12-16,0.010555734,0.004628051,0.006344285,0.010470947,0.012428794,-0.007203407,-0.004892729,0.01426775,0.0106685385,0.0023885127,-0.002077037,0.021759398,0.008085316,-0.0054952246,0.006938204,0.0015725602,0.00258389,0.004773556,0.0032461616,0.0051540504
2013-12-17,-0.017645191,-0.0011537719,-0.0075561106,-0.0108989095,-0.0028093343,-0.0047431593,-0.0037233667,0.046652906,-0.014263298,0.0022893304,0.0014695108,-0.006040732,-0.0034551204,0.0041532097,0.0016055177,-0.0038370218,-0.0032693841,-0.010569991,-0.0016282988,-0.0113703925
2013-12-18,0.011174295,0.006333965,0.0028803712,0.018664483,0.016103227,0.02221601,0.015867114,-0.004163472,0.030874334,0.024960384,-0.006857763,-0.00708168,0.017454231,0.023862116,0.024735637,0.021853069,0.019284923,0.025958944,0.018817956,0.015471644
2013-12-19,0.009884128,-0.001115224,-0.0022337274,-0.017990135,-0.0011775412,0.008608773,0.00095340214,-0.00706583,0.012065626,0.0019126082,0.0011152,0.001721842,0.0020924835,0.010688763,-0.0014070941,0.0024070328,0.001018895,-0.0063423207,-0.006842955,-0.004268871
2013-12-20,-0.010672834,0.013676055,0.010676381,0.02195675,0.013533186,-0.018077262,-0.005354335,0.018435061,0.012348228,0.0007498758,0.0057099476,0.014320122,0.005867164,-0.013952048,0.006830342,-0.006538855,-0.0041071237,0.0063927257,0.0059447577,-0.00026421575
2013-12-23,0.02714299,-0.01134257,0.023799757,0.022144979,0.009358616,-0.00096117705,0.0066909348,-0.057531524,0.058293607,0.0039296253,0.0015420984,0.0018936679,0.006408682,0.0065657366,0.005546218,-0.0015812105,-0.0020036125,0.015063338,0.00849956,0.029774038
2013-12-24,0.011094112,0.008287155,0.0036350947,0.008053387,0.006921079,0.00044381863,-0.0024319289,-0.009277948,0.012475055,0.0037212516,0.010932082,0.003216274,0.0056758877,-0.0063383263,0.0061435616,3.6282043e-05,-0.00069891,-0.009883663,0.0035006097,0.0014676976
2013-12-26,0.0031573295,0.00352027,-0.0012731245,0.013026406,0.0006298822,0.0044426573,0.004708306,0.0068551917,0.014300139,0.0041232705,-0.008526724,0.017444849,0.005107407,0.0035868445,0.0070134015,0.020509658,0.017945195,0.013090901,0.003262351,0.0020383564
2013-12-27,0.003408318,-0.0022784867,-0.0046344353,0.0013225602,0.0019711189,-0.00026199338,-0.00018058816,-0.011705904,-0.005224682,0.002987192,-0.013127517,0.0027638786,0.0010522836,-0.0030170744,0.004515276,-0.0060487455,-0.0067178938,-0.004479078,-0.0034345025,-0.00041525357
2013-12-30,0.00456941,-0.0013409341,-0.015223426,0.0015495857,-0.0026599136,-0.0030074066,-0.0025087697,-0.007515944,0.003920341,0.0011332469,-0.0032339536,-0.00029529538,-0.0009943317,0.0031990833,0.0021211226,0.0095935725,0.008984047,0.0034517196,0.0006336802,-0.0076603023
2013-12-31,0.012148723,-0.004700316,0.0004928857,0.0069598025,0.0058128173,0.0069394186,0.0068707587,0.0017621757,0.0032166308,0.007879711,-0.008232348,0.014118807,0.005982208,0.014160038,0.010188223,0.005906863,0.00412406,0.0028911983,0.0007615769,0.0032067236
2014-01-02,0.0068047172,-0.007274038,-0.007329092,-0.017421445,-0.010242202,0.001632785,-0.0006220173,-0.023174355,0.0034910236,-0.0043038037,-0.010042191,-0.008059475,-0.0069799083,0.013982214,-0.0070741647,-0.007849296,-0.008392466,-0.014880939,-0.014028837,-0.014769776
2014-01-03,-0.010758411,0.00015374662,-0.0051566223,0.0030109868,0.0031776824,-0.007382976,-0.0026431936,0.009905528,-0.002340975,0.0008570107,-0.011679427,-0.00094386295,0.0002955668,-0.011654693,0.0034450162,-0.006402811,-0.0055470974,0.0018429597,-0.00054425205,-0.006973123
2014-01-06,-0.0021989592,-0.00920058,-0.0027347351,-0.012052166,-0.0061011477,0.010554882,0.0049344385,0.009505612,0.018641898,-0.0072643477,-0.0059972582,0.007676772,-0.0006592828,0.0066754087,-0.004363671,-0.001360036,-0.0046447385,-0.0057714693,-0.012213951,-0.0019493534
2014-01-07,0.014769344,0.0033427076,0.0007848097,0.026148006,0.0044517056,5.162554e-05,0.006591294,0.008289636,0.0068339775,0.0022176253,0.0037429105,0.040910237,0.005276067,0.016621534,0.0070518223,0.011640071,0.011573457,0.011632241,0.00014437642,0.009145967
2014-01-08,0.013814505,-0.0020993836,0.008582912,0.014673068,-0.00043998632,-0.0005986014,0.0024143034,0.041830454,0.0041697444,-0.00018457288,0.011047185,0.030829962,0.00045221506,0.0005551727,0.0026781806,0.00459785,0.003889116,-0.005777538,-0.0019478732,0.015393604
2014-01-09,0.04843708,0.01598893,0.0023564617,0.017477764,-0.0023761047,-0.004570338,0.0015949141,0.030470757,-0.04766792,-0.0042384528,0.019194433,0.02629703,-0.0014918343,0.0028153858,-0.008389464,0.011244959,0.01133621,0.0039802277,-0.0009508461,-0.006999013
2014-01-10,0.01382825,-0.0054135285,0.013933852,0.027532157,-0.0044229673,-0.013001488,0.00055699516,-0.011479827,0.023806185,-0.0004865178,-0.0022535021,0.019927248,-0.001074529,0.0037931935,0.004753662,0.01868174,0.019589711,0.013378235,0.0052702595,0.013795567
2014-01-13,-0.0019111759,-0.020298747,-0.029972235,-0.033312377,-0.018317856,-0.0035489504,-0.007621644,-0.022244753,-0.022935025,-0.0038256682,-0.016132189,-0.049464572,-0.0146708,0.012831362,-0.0073112156,-0.016671337,-0.014399199,-0.014902879,-0.003836738,-0.011149702
2014-01-14,0.003335624,0.015671374,0.019235242,0.024378836,0.018480884,0.0009945282,-0.00374614,0.04330124,0.013101768,0.008253258,0.030803122,0.031472057,0.014396923,-0.0077091525,0.011323975,0.018521251,0.017694766,0.00076397136,0.015803382,0.019636974
2014-01-15,0.002150304,-0.0024328372,0.0013950379,0.004470093,0.011863155,-0.0009194114,0.00023431296,0.020379614,-0.0005560685,0.0033945118,-0.004106699,0.011570159,0.007713487,0.0031589768,0.0053028553,-0.004195127,-0.0042477055,0.009693876,0.005612924,0.007903357
2014-01-16,0.022062719,-0.012766259,0.012023331,0.005196686,-0.005285422,-0.013647862,-0.005011075,0.0065108254,-0.0006689967,0.0026562335,0.0019082574,0.009710459,-0.0032397765,-0.004479758,0.0019674813,0.015324335,0.015888063,-0.0037182989,0.0034422483,0.01423759
2014-01-17,0.0022479277,0.0040487987,-0.00082382024,-0.0068828375,-0.004517241,-0.0033371758,-0.006081073,-0.007987708,0.008695863,-0.012482837,-0.006920986,-0.007012046,-0.0028630486,-0.017392743,-0.0074790344,-0.004457754,-0.0049234107,-0.0028965448,-0.010077187,-0.011745865
2014-01-21,-0.0067022247,0.005295299,0.0014869362,-0.0019493443,0.008038152,-0.0062046396,-0.0043145134,0.017486798,0.010247098,-0.0022557243,-0.000497526,0.0029633234,0.004130668,-0.009081294,-0.000289944,-0.005445592,-0.003678505,0.0037157882,-0.00057802116,-0.003953395
2014-01-22,0.004571295,0.021266012,0.016123343,0.012901031,0.006465729,0.0025333513,0.007276338,0.018937994,-0.06364329,-0.0097159445,0.011959065,0.025306683,0.0017407406,0.011329876,-0.009232266,-0.010185646,-0.009164769,0.0139819365,-0.010825209,0.015779702
2014-01-23,-0.0011466551,-0.0012787725,-0.012159428,-0.016212925,-0.015543474,-0.015359786,-0.010160441,0.0030601353,-0.010184116,-0.0153755685,-0.014452346,0.016081054,-0.010580201,-0.016639754,-0.01382237,0.0039602495,0.0054104207,-0.003124624,-0.014550961,-0.017142124
2014-01-24,0.0026434455,-0.023260796,-0.02517236,-0.025134472,-0.026247997,-0.00884698,-0.0077528213,-0.035143454,-0.03703221,-0.021014296,-0.020461498,-0.011831566,-0.022457993,-0.0059132995,-0.016301323,-0.020573933,-0.018480692,-0.029537372,-0.029379645,-0.013140559
2014-01-27,0.0033906307,-0.01632294,-0.002022042,-0.014050518,-0.0096810395,0.009105057,0.00030221744,0.0005855914,0.001018485,-0.015890406,-0.00972999,-0.002595507,-0.0032949743,-0.010937694,-0.011350989,-0.0019356254,-0.00290285,-0.00011444744,-0.007657671,0.002602961
2014-01-28,0.010620091,-0.00738934,0.0051102648,0.015161564,0.008955224,0.0024301915,0.0044797487,0.02782739,0.013374297,0.0077305036,-0.00800264,0.0036751248,0.008108217,0.003714386,0.0121928975,0.002143124,0.001945135,0.011120198,0.010564257,0.010205828
2014-01-29,-0.014592608,-0.0051572304,-0.022294518,-0.022195738,-0.0153054055,-0.0003172314,-0.0029696384,-0.039487697,-0.017646622,-0.009113779,-0.015890889,-0.0062808995,-0.00970671,-0.005799803,-0.012546242,-0.011421898,-0.009168335,-0.0030085607,-0.018708607,-0.015480117
2014-01-30,0.014352683,0.0032846453,0.019293154,0.019104047,0.011396887,-0.0014231075,0.0016588969,0.057347316,0.020777207,0.0043739267,0.016994268,0.035588942,0.012450917,0.0032335548,0.007932313,0.018003307,0.01574047,0.013300298,0.016326498,0.015746173
2014-01-31,-0.006802006,-0.015233573,-0.0036521654,0.0041678767,-0.013868945,-0.008701187,-0.004702029,0.013158899,0.0020509735,-0.0073403623,-0.0042022048,0.00785516,-0.0094482545,-0.013995272,-0.0042562787,0.003555572,0.0016938543,-0.007328364,-0.006398309,0.003338891
2014-02-03,-0.021552578,-0.03093821,-0.020094067,-0.04647524,-0.02892894,-0.006605407,-0.015187319,-0.038215272,-0.020945432,-0.030315729,-0.025418533,-0.038594943,-0.02188701,-0.024650073,-0.031773183,-0.015489837,-0.014997825,-0.017206289,-0.024453882,-0.014793256
2014-02-04,0.022219338,0.010054014,0.01884317,0.026791736,0.01021042,0.008851335,0.010174533,-0.02238851,0.002736766,0.010824421,-0.002215092,0.018831797,0.009737477,0.0013091653,0.011106423,0.00905174,0.0068781627,0.018865658,0.0017887298,0.018441569
2014-02-05,0.0058332644,-0.011480257,0.00076602015,0.014212402,-0.005299994,0.008396508,0.009267367,-0.022154212,0.038721275,-0.004152474,-0.0019189202,0.0060880976,0.00031049692,-0.009661559,0.0023648897,0.0031400942,0.00055578776,-0.0069114165,-0.0023677503,0.015481177
2014-02-06,-0.003306377,0.010439174,0.008680619,0.028895438,0.018851455,0.018866323,0.0076712603,0.013430392,0.06468852,-0.0016768333,0.024182465,0.017843837,0.019351307,0.0065546427,0.0027257763,0.016482087,0.009635642,0.02369149,0.019374572,0.01735684
2014-02-07,0.012821838,0.016999934,0.01453157,0.023768002,0.005040824,0.008178934,0.006016557,0.0806842,0.0428861,0.016307272,0.026228335,0.0313583,0.013225058,0.012377869,0.017207803,0.033788186,0.027766531,0.006046335,0.022120185,0.0048716473
2014-02-10,0.0054066856,0.002690144,-0.010963142,0.025869517,0.0005252954,0.005520277,0.007997786,-0.055939265,0.03638061,0.007551763,-0.002537665,-0.00038686302,0.0012070404,0.0312772,0.009724801,0.012300752,0.010390218,0.0037304284,-0.0014072945,-0.013292766
2014-02-11,0.012198532,-0.007576258,0.023166459,0.02125833,0.013552961,0.016433423,0.015352017,0.0044745286,0.0173869,0.011568161,-0.0044656526,0.030948535,0.01445926,0.022212625,0.015204616,0.0060968776,0.0049403757,0.021487754,0.006911406,0.021365426
2014-02-12,0.017412212,-0.008741515,0.004514777,0.0014322479,0.003010362,-0.0036596823,0.0006828997,0.074612126,-0.031398688,-1.2730365e-05,-0.006397101,0.009402232,0.000646981,0.0042651077,0.0022764576,-0.0027753096,-0.002106018,-0.0008618734,0.0032552327,0.011234721
2014-02-13,-0.013909705,0.011723824,0.000675641,0.0018806756,0.010762023,-0.006726444,-0.0028522802,-0.04391365,-0.014161263,0.008553502,-0.0017971508,-0.005893207,0.0064296843,0.0031425352,0.007723852,-0.004745506,-0.004145317,0.023904374,0.008302985,0.013572874
2014-02-14,-0.012522558,0.011189174,0.027333895,-0.010660467,0.008016491,0.011905071,0.0037828817,0.016846955,0.01267449,-0.007531235,0.013133637,0.004219967,0.00875177,0.00028344896,-0.010238262,0.0005957985,-0.00264884,0.02111518,0.00540505,0.0037952012
2014-02-18,0.0063581625,0.0076615484,-0.0014536262,-0.00816896,0.010000996,-0.01961275,-0.015187438,0.0064008753,0.0135539975,0.0011161568,0.011071796,0.004957039,0.0015224433,-0.008029267,-0.0018922216,-0.008705949,-0.004392176,-0.006090503,0.00086768507,-0.003963202
2014-02-19,-0.024156224,-0.01588289,-0.019077467,-0.0057170573,-0.016113812,-0.0032157346,-0.0065062875,-0.03021416,0.0059183617,-0.0012686178,-0.0065904316,-0.01296625,-0.0070846383,-0.019150142,-0.006444558,0.012217398,0.009494229,0.0048594363,-0.007738078,-0.014077794
2014-02-20,-0.0097867,0.003456648,0.0042299433,0.017157882,0.008846591,-0.008116108,-0.000849491,0.013541307,0.009097502,0.011655181,0.001689557,0.014400522,0.0063309544,-0.002602667,0.013905374,0.000521725,0.0008671948,0.0037680445,0.007936513,0.005660109
2014-02-21,-0.027226992,-0.0015755005,-0.009361925,0.0064101308,0.00042300095,-0.001838008,0.0017987068,-0.029928386,0.0066522644,0.0078559425,-0.020120382,-0.03341727,-0.002601673,0.001047258,0.008540884,-0.007783778,-0.0067036804,0.007790902,-0.0026609907,-0.004468531
2014-02-24,0.013715343,0.0014538828,0.0101460805,-0.00038929982,0.012518675,0.0026230838,0.0017380277,-0.00070934556,0.009088324,0.008077003,0.0059803147,0.026363755,0.009583568,0.0059501864,0.003719665,-0.007992138,-0.00715678,0.006317234,0.00090994826,0.01305616
2014-02-25,0.0017131224,0.004407953,-0.011091797,-0.005505617,-0.0068271286,-0.006013523,-0.003022871,-0.013941573,-0.010976846,0.002450456,-0.0073810285,0.0024486196,-0.0033362294,0.007843279,0.0006072677,0.013695791,0.01106708,0.005509923,-0.005799862,-0.008091746
2014-02-26,0.0004461303,0.01199582,-0.010847434,-0.007909816,0.0044525038,-0.008990393,-0.0072617643,-0.00025373837,-0.029467255,0.0072628604,0.024244612,0.018736327,0.0009197034,0.01566565,-0.0032765204,-0.008813669,-0.008644087,-0.0017530306,0.009596073,-0.021520711
2014-02-27,-0.009458207,-0.0016983794,0.008735358,0.015350989,0.0074798134,0.00030737277,0.00020363694,0.03791697,0.001141273,0.00850712,0.011159202,0.0103332475,0.006232019,-0.0012076346,0.012828031,0.0017749179,0.00086256495,-0.0054170014,0.0091022765,0.0143435495
2014-02-28,0.0052007805,-0.0015473602,0.0065679075,-0.00026365696,0.0061815865,0.024672817,0.015033759,0.01643747,0.007990591,0.00472741,-0.013283832,-0.019331235,0.007765885,0.018423544,0.007842795,-0.015540302,-0.011738023,-0.007813512,-0.0048862663,-0.0021616602
2014-03-03,0.025276877,0.0006829784,-0.0010066014,0.0052591246,-0.0067693866,-0.0028981795,0.0024217595,-0.05648899,-0.002175468,-0.0062385956,0.0061588143,0.022716947,-0.005185599,0.01026254,-0.0084336465,-0.014663563,-0.011894157,-0.014746172,-0.015815498,0.002031542
2014-03-04,0.027767688,0.045556255,0.04211489,0.043800537,0.025245005,-0.0017948304,0.010804249,0.022975283,-0.040999606,0.007126514,0.031308334,-0.016459374,0.015895331,0.024733745,0.0063932454,-0.0004928713,-0.0011283753,0.02903166,0.02560436,0.0138054425
2014-03-05,0.0110388445,-0.0007541295,0.013729724,-0.00896585,0.0017114339,0.008328052,0.0056123305,0.009263348,0.007923844,-0.00492118,-0.0071532084,0.002965747,0.0033682114,0.010937381,-0.0033516684,-0.0056607714,-0.004593257,-0.00090611394,-0.008003444,-0.0016867316
2014-03-06,0.0075006247,-0.0074210493,0.00465214,-0.0061005196,0.009040732,0.009481704,0.004922563,-0.026953924,-0.008608279,0.009193521,-0.007637825,0.0059023444,0.0067083295,0.009693099,0.00299798,-0.019598491,-0.015196374,0.002164084,-0.005369415,0.014473371
2014-03-07,0.00065992295,-0.012513369,0.005457394,-0.0023683892,0.0069366945,0.005495514,0.0014712153,-0.02535269,0.009608317,0.00049583893,0.00035427033,0.002939384,0.0041348627,0.005389354,-0.0011211697,-0.016679972,-0.01279902,0.0030655935,0.00062354724,0.017221032
2014-03-10,0.014050942,-0.010631305,0.0073914924,-0.012176992,-0.00030305507,0.0009872203,-0.0025326326,0.019478457,0.0050689992,-0.006402052,-0.002167414,0.022278737,0.0006396731,0.0069463197,-0.005935005,-0.001710903,-0.0019743151,-0.0040428825,-0.0077137714,0.0046136808
2014-03-11,0.03266283,-0.013597099,-0.008477006,-0.022044739,-0.013210802,0.0019978962,-0.004802009,-0.024338989,0.008769808,-0.00152762,-0.00036748638,-0.0027075917,-0.005481285,-0.008321318,-0.004101797,0.009782617,0.005801483,-0.018091753,-0.0113885775,-0.004384219
2014-03-12,0.0029333439,0.003469152,-0.0039144983,-0.0010738501,0.0019152105,-0.007297972,-0.007892621,0.038963117,-0.020207947,0.009669142,0.0012189988,0.0015585048,0.00082643906,-0.006120839,0.010362519,0.0017628942,0.0001631578,-0.0134455385,0.006516381,-0.004196069
2014-03-13,-0.008438602,-0.0026887655,-0.02637368,-0.0015656669,-0.011827617,-0.003760324,-0.0039822175,-0.07737822,-0.023536477,-0.018866561,-0.012512327,-0.004330774,-0.011081871,-0.0074785315,-0.017051801,-0.014852243,-0.014646648,-0.0010523768,-0.021758117,-0.008559114
2014-03-14,0.0025328342,0.006006508,0.012738676,0.008203658,-0.00035279847,-0.011715825,-0.0064841253,0.02155061,0.0045908606,-0.005673982,0.0026328014,0.001967317,-0.0024951862,-0.0044693397,0.0017805893,-0.009849517,-0.010524757,-0.018760104,-0.0062865517,-0.0037139067
2014-03-17,-0.023045989,0.012662115,0.0154030565,0.007004134,0.008159927,0.013571418,0.0055870246,0.02396841,0.027901351,0.007358655,0.023981497,0.01827273,0.012023707,-0.011176472,0.00629293,0.012249628,0.012486388,0.010737755,0.005405503,0.0023952937
2014-03-18,0.020499188,-0.004258155,0.011205126,0.007394933,0.012137101,-0.010482708,-0.005635582,0.027066473,0.019853633,0.0043429937,0.005973231,0.024268543,0.0074333358,-0.0039046363,0.008003147,0.008554548,0.0048357896,0.0058984286,0.009888192,0.009476576
2014-03-19,0.015875155,-0.017208662,-0.0072271945,-0.014345927,-0.0031534492,0.0005818036,-9.3842886e-05,-0.030139659,-0.007871833,-0.0026341886,-0.006264696,-0.006722871,-0.0027740966,0.0072843116,-0.0040729973,-0.022189932,-0.01892917,-0.016499236,-0.013896243,0.0009536352
2014-03-20,-0.00093724485,-0.012804483,0.014313087,0.0057971673,0.015886014,0.017711664,0.009876115,-0.0018289648,0.011076171,-0.0024622376,-0.014678869,0.008632471,0.0128963515,0.0037222314,0.0027783862,-0.01825176,-0.014499346,0.0119051365,0.0017709781,0.01360933
2014-03-21,-0.031146731,-0.0014580116,-0.017416876,-0.0050481353,0.000990472,0.013839712,0.005574773,-0.054643236,-0.010471115,0.0046810615,0.0024730642,-0.020674601,0.0005331823,0.0041469024,-0.0028801148,-0.02593973,-0.02433829,0.002830816,-0.004470118,-0.011096102
2014-03-24,0.009083336,0.00024867803,-0.0028011017,-0.011510503,-0.006552229,0.016627451,0.0059427246,-0.029468294,-0.0026598936,-0.01313092,-0.0108377775,-0.0049341917,-0.00022559683,-0.009745933,-0.01229488,-0.017240493,-0.018631512,-0.009553708,-0.018446915,-0.006813342
2014-03-25,0.0006249153,0.0004594914,-0.00038399082,0.00800702,0.0035082584,0.0069974456,0.00018094946,0.0060289237,0.005494525,0.007139631,-0.005289793,0.00047211617,0.0054825405,-0.005233229,0.008773433,0.0046036467,0.0042532827,-0.0011798046,0.004485389,0.005018228
2014-03-26,0.0029808376,0.0012509879,0.0039208215,-0.02658004,-0.01341713,0.014867187,0.0027625023,0.03652964,-0.007048065,-0.013779916,-0.0067877416,-0.016737072,-0.0048531154,-0.0016701757,-0.017676776,0.002946391,0.00402948,-0.0068887006,-0.010073238,-0.018824147
2014-03-27,0.006152106,-0.009891329,-0.0040370193,0.0001860392,-0.0061924453,-0.003841837,-0.0047615836,0.013134383,0.0029817712,-0.003941496,-0.0114626875,0.012319853,-0.002823596,-0.008012545,0.0004239173,0.00994503,0.008019042,-0.0024049548,-0.0037112061,0.0006211675
2014-03-28,0.010231087,-0.0048519224,0.008414279,0.0067937705,0.009523669,0.012272807,0.008823144,-0.008410103,0.03203641,0.0021371092,0.0127575025,0.021640357,0.0098651545,0.007869827,0.0033372184,-0.004926072,-0.002951942,-0.0025943061,0.0009908143,0.019090328
2014-03-31,0.0064464156,0.011908098,0.00082878396,0.004326892,0.01165663,-0.007652885,0.0011610347,-0.02239859,-0.004397277,0.020840472,0.0018036421,0.0029668198,0.0072982097,0.02550906,0.017748807,-0.0029330116,-0.005971111,0.004550789,0.0046614343,0.0068137245
2014-04-01,0.017294139,0.008222487,-2.8979033e-05,0.005092076,0.00820834,-0.010379587,-0.0038814342,0.022428708,-0.00968246,0.016553506,-0.002240154,0.005766588,0.00713526,0.0041908934,0.017739374,0.006242802,0.002734459,0.0036388168,0.01033815,-0.0042451834
2014-04-02,0.005546184,0.0023583365,-0.009837281,-0.021420727,0.0062334565,0.0007869757,-0.0046228115,0.021654258,-0.024026208,0.010615753,0.0037967279,-0.012156818,0.0049495767,0.0149953365,0.005255458,-0.0022883073,-0.002094014,0.00054124766,0.008618836,0.0023477958
2014-04-03,-0.010232389,0.014458414,0.0010199113,-0.014837872,0.0015477298,0.018610682,0.0053870054,-0.021641431,0.0024664418,-0.006385785,-0.0017056763,-0.0049017174,0.003950961,-0.011135645,-0.010619697,-0.012317587,-0.008815063,-0.0015686102,-0.013766044,-0.011387441
2014-04-04,0.010915531,-0.012227127,-0.0050418796,-0.023883095,-0.0072296294,0.008599861,-0.004021174,-0.024248429,-0.033261724,-0.025931591,0.012931988,0.021561796,-0.007871944,-0.004659785,-0.035701767,-0.014861918,-0.009977862,-0.004196897,-0.014384907,0.0040940894
2014-04-07,-0.007883594,-0.009597867,-0.016384963,-0.027232978,-0.021178158,-0.0076410803,-0.009840336,-0.004161888,0.0018103085,-0.022508752,-0.014058375,-0.003027494,-0.014366371,-0.025694884,-0.018800233,-0.0069750375,-0.0057841814,-0.017845888,-0.02263261,-0.017148336
2014-04-08,-0.00065118796,0.0005992777,0.010599377,0.0067165117,0.005759163,-0.00495824,-0.0018397064,0.015240843,0.004221605,0.0010493342,0.012428107,0.034185708,0.00456918,0.00018481875,-0.0010356707,0.006569188,0.0048699374,0.012569376,0.008860949,0.012208449
2014-04-09,-0.000588811,0.0132365525,0.0072602904,0.022596672,0.004788227,-0.0031455653,-0.00022804423,0.02736583,0.030660845,0.017926773,0.015166429,0.027844835,0.007058352,-0.0013678258,0.020060314,0.030665953,0.025377097,0.010552906,0.01693795,0.005860554
